tour,code_departement,departement,circonscription,nuance,voix
1,01,AIN,2,Union de Défense de la République,0.0
1,01,AIN,2,abstentions,15557.0
1,01,AIN,2,blancs_nuls,549.0
1,01,AIN,3,Alliance républicaine,0.0
1,01,AIN,3,Centre Progrès et démocratie moderne,11709.0
1,01,AIN,3,Divers,0.0
1,01,AIN,3,Divers extrême droite,0.0
1,01,AIN,3,Divers gaullistes,0.0
1,01,AIN,3,Extrême gauche,0.0
1,01,AIN,3,Fédération de la Gauche Démocrate et Socialiste,7518.0
1,01,AIN,3,Modérés,0.0
1,01,AIN,3,Mouvement pour la réforme,0.0
1,01,AIN,3,Parti Socialiste Unifié,2007.0
1,01,AIN,3,Parti communiste,6344.0
1,01,AIN,3,Parti communiste - apparentés,0.0
1,01,AIN,3,Radicaux de droite,0.0
1,01,AIN,3,Radicaux socialistes,0.0
1,01,AIN,3,Régionalistes,0.0
1,01,AIN,3,Républicains Indépendants,0.0
1,01,AIN,3,Républicains Indépendants - Union  de Défense de la République,25132.0
1,01,AIN,3,Technique et démocratie,0.0
1,01,AIN,3,Union de Défense de la République,0.0
1,01,AIN,3,abstentions,16546.0
1,01,AIN,3,blancs_nuls,632.0
1,02,AISNE,1,Alliance républicaine,0.0
1,02,AISNE,1,Centre Progrès et démocratie moderne,7513.0
1,02,AISNE,1,Divers,0.0
1,02,AISNE,1,Divers extrême droite,0.0
1,02,AISNE,1,Divers gaullistes,0.0
1,02,AISNE,1,Extrême gauche,0.0
1,02,AISNE,1,Fédération de la Gauche Démocrate et Socialiste,5912.0
1,02,AISNE,1,Modérés,0.0
1,02,AISNE,1,Mouvement pour la réforme,0.0
1,02,AISNE,1,Parti Socialiste Unifié,0.0
1,02,AISNE,1,Parti communiste,9429.0
1,02,AISNE,1,Parti communiste - apparentés,0.0
1,02,AISNE,1,Radicaux de droite,0.0
1,02,AISNE,1,Radicaux socialistes,0.0
1,02,AISNE,1,Régionalistes,0.0
1,02,AISNE,1,Républicains Indépendants,0.0
1,02,AISNE,1,Républicains Indépendants - Union  de Défense de la République,0.0
1,02,AISNE,1,Technique et démocratie,0.0
1,02,AISNE,1,Union de Défense de la République,20609.0
1,02,AISNE,1,abstentions,8407.0
1,02,AISNE,1,blancs_nuls,628.0
1,02,AISNE,2,Alliance républicaine,0.0
1,02,AISNE,2,Centre Progrès et démocratie moderne,1925.0
1,02,AISNE,2,Divers,0.0
1,02,AISNE,2,Divers extrême droite,0.0
1,02,AISNE,2,Divers gaullistes,13982.0
1,02,AISNE,2,Extrême gauche,0.0
1,02,AISNE,2,Fédération de la Gauche Démocrate et Socialiste,4264.0
1,02,AISNE,2,Modérés,0.0
1,02,AISNE,2,Mouvement pour la réforme,0.0
1,02,AISNE,2,Parti Socialiste Unifié,2396.0
1,02,AISNE,2,Parti communiste,17703.0
1,02,AISNE,2,Parti communiste - apparentés,0.0
1,02,AISNE,2,Radicaux de droite,0.0
1,02,AISNE,2,Radicaux socialistes,0.0
1,02,AISNE,2,Régionalistes,0.0
1,02,AISNE,2,Républicains Indépendants,0.0
1,02,AISNE,2,Républicains Indépendants - Union  de Défense de la République,0.0
1,02,AISNE,2,Technique et démocratie,0.0
1,02,AISNE,2,Union de Défense de la République,15987.0
1,02,AISNE,2,abstentions,11898.0
1,02,AISNE,2,blancs_nuls,831.0
1,02,AISNE,3,Alliance républicaine,0.0
1,02,AISNE,3,Centre Progrès et démocratie moderne,0.0
1,02,AISNE,3,Divers,0.0
1,02,AISNE,3,Divers extrême droite,0.0
1,02,AISNE,3,Divers gaullistes,0.0
1,02,AISNE,3,Extrême gauche,0.0
1,02,AISNE,3,Fédération de la Gauche Démocrate et Socialiste,12117.0
1,02,AISNE,3,Modérés,7677.0
1,02,AISNE,3,Mouvement pour la réforme,0.0
1,02,AISNE,3,Parti Socialiste Unifié,0.0
1,02,AISNE,3,Parti communiste,8252.0
1,02,AISNE,3,Parti communiste - apparentés,0.0
1,02,AISNE,3,Radicaux de droite,0.0
1,02,AISNE,3,Radicaux socialistes,0.0
1,02,AISNE,3,Régionalistes,0.0
1,02,AISNE,3,Républicains Indépendants,0.0
1,02,AISNE,3,Républicains Indépendants - Union  de Défense de la République,0.0
1,02,AISNE,3,Technique et démocratie,0.0
1,02,AISNE,3,Union de Défense de la République,11390.0
1,02,AISNE,3,abstentions,7251.0
1,02,AISNE,3,blancs_nuls,737.0
1,02,AISNE,4,Alliance républicaine,0.0
1,02,AISNE,4,Centre Progrès et démocratie moderne,0.0
1,02,AISNE,4,Divers,0.0
1,02,AISNE,4,Divers extrême droite,0.0
1,02,AISNE,4,Divers gaullistes,0.0
1,02,AISNE,4,Extrême gauche,0.0
1,02,AISNE,4,Fédération de la Gauche Démocrate et Socialiste,8598.0
1,02,AISNE,4,Modérés,0.0
1,02,AISNE,4,Mouvement pour la réforme,0.0
1,02,AISNE,4,Parti Socialiste Unifié,1903.0
1,02,AISNE,4,Parti communiste,11374.0
1,02,AISNE,4,Parti communiste - apparentés,0.0
1,02,AISNE,4,Radicaux de droite,0.0
1,02,AISNE,4,Radicaux socialistes,0.0
1,02,AISNE,4,Régionalistes,0.0
1,02,AISNE,4,Républicains Indépendants,0.0
1,02,AISNE,4,Républicains Indépendants - Union  de Défense de la République,0.0
1,02,AISNE,4,Technique et démocratie,0.0
1,02,AISNE,4,Union de Défense de la République,22551.0
1,02,AISNE,4,abstentions,8373.0
1,02,AISNE,4,blancs_nuls,865.0
1,02,AISNE,5,Alliance républicaine,0.0
1,02,AISNE,5,Centre Progrès et démocratie moderne,21368.0
1,02,AISNE,5,Divers,0.0
1,02,AISNE,5,Divers extrême droite,0.0
1,02,AISNE,5,Divers gaullistes,0.0
1,02,AISNE,5,Extrême gauche,0.0
1,02,AISNE,5,Fédération de la Gauche Démocrate et Socialiste,0.0
1,02,AISNE,5,Modérés,0.0
1,02,AISNE,5,Mouvement pour la réforme,0.0
1,02,AISNE,5,Parti Socialiste Unifié,2822.0
1,02,AISNE,5,Parti communiste,13634.0
1,02,AISNE,5,Parti communiste - apparentés,0.0
1,02,AISNE,5,Radicaux de droite,0.0
1,02,AISNE,5,Radicaux socialistes,0.0
1,02,AISNE,5,Régionalistes,0.0
1,02,AISNE,5,Républicains Indépendants,1951.0
1,02,AISNE,5,Républicains Indépendants - Union  de Défense de la République,0.0
1,02,AISNE,5,Technique et démocratie,423.0
1,02,AISNE,5,Union de Défense de la République,14397.0
1,02,AISNE,5,abstentions,12102.0
1,02,AISNE,5,blancs_nuls,530.0
1,03,ALLIER,1,Alliance républicaine,0.0
1,03,ALLIER,1,Centre Progrès et démocratie moderne,10731.0
1,03,ALLIER,1,Divers,0.0
1,03,ALLIER,1,Divers extrême droite,0.0
1,03,ALLIER,1,Divers gaullistes,0.0
1,03,ALLIER,1,Extrême gauche,0.0
1,03,ALLIER,1,Fédération de la Gauche Démocrate et Socialiste,5963.0
1,03,ALLIER,1,Modérés,0.0
1,03,ALLIER,1,Mouvement pour la réforme,0.0
1,03,ALLIER,1,Parti Socialiste Unifié,0.0
1,03,ALLIER,1,Parti communiste,12014.0
1,03,ALLIER,1,Parti communiste - apparentés,0.0
1,03,ALLIER,1,Radicaux de droite,0.0
1,03,ALLIER,1,Radicaux socialistes,0.0
1,03,ALLIER,1,Régionalistes,0.0
1,03,ALLIER,1,Républicains Indépendants,0.0
1,03,ALLIER,1,Républicains Indépendants - Union  de Défense de la République,0.0
1,03,ALLIER,1,Technique et démocratie,0.0
1,03,ALLIER,1,Union de Défense de la République,13473.0
1,03,ALLIER,1,abstentions,12071.0
1,03,ALLIER,1,blancs_nuls,695.0
1,03,ALLIER,2,Alliance républicaine,0.0
1,03,ALLIER,2,Centre Progrès et démocratie moderne,0.0
1,03,ALLIER,2,Divers,0.0
1,03,ALLIER,2,Divers extrême droite,0.0
1,03,ALLIER,2,Divers gaullistes,0.0
1,03,ALLIER,2,Extrême gauche,0.0
1,03,ALLIER,2,Fédération de la Gauche Démocrate et Socialiste,15538.0
1,03,ALLIER,2,Modérés,0.0
1,03,ALLIER,2,Mouvement pour la réforme,0.0
1,03,ALLIER,2,Parti Socialiste Unifié,0.0
1,03,ALLIER,2,Parti communiste,18874.0
1,03,ALLIER,2,Parti communiste - apparentés,0.0
1,03,ALLIER,2,Radicaux de droite,0.0
1,03,ALLIER,2,Radicaux socialistes,0.0
1,03,ALLIER,2,Régionalistes,0.0
1,03,ALLIER,2,Républicains Indépendants,6358.0
1,03,ALLIER,2,Républicains Indépendants - Union  de Défense de la République,0.0
1,03,ALLIER,2,Technique et démocratie,0.0
1,03,ALLIER,2,Union de Défense de la République,11292.0
1,03,ALLIER,2,abstentions,10843.0
1,03,ALLIER,2,blancs_nuls,837.0
1,03,ALLIER,3,Alliance républicaine,0.0
1,03,ALLIER,3,Centre Progrès et démocratie moderne,0.0
1,03,ALLIER,3,Divers,0.0
1,03,ALLIER,3,Divers extrême droite,0.0
1,03,ALLIER,3,Divers gaullistes,0.0
1,03,ALLIER,3,Extrême gauche,0.0
1,03,ALLIER,3,Fédération de la Gauche Démocrate et Socialiste,10877.0
1,03,ALLIER,3,Modérés,0.0
1,03,ALLIER,3,Mouvement pour la réforme,0.0
1,03,ALLIER,3,Parti Socialiste Unifié,0.0
1,03,ALLIER,3,Parti communiste,16672.0
1,03,ALLIER,3,Parti communiste - apparentés,0.0
1,03,ALLIER,3,Radicaux de droite,0.0
1,03,ALLIER,3,Radicaux socialistes,0.0
1,03,ALLIER,3,Régionalistes,0.0
1,03,ALLIER,3,Républicains Indépendants,0.0
1,03,ALLIER,3,Républicains Indépendants - Union  de Défense de la République,0.0
1,03,ALLIER,3,Technique et démocratie,0.0
1,03,ALLIER,3,Union de Défense de la République,16585.0
1,03,ALLIER,3,abstentions,11238.0
1,03,ALLIER,3,blancs_nuls,881.0
1,03,ALLIER,4,Alliance républicaine,0.0
1,03,ALLIER,4,Centre Progrès et démocratie moderne,0.0
1,03,ALLIER,4,Divers,0.0
1,03,ALLIER,4,Divers extrême droite,0.0
1,03,ALLIER,4,Divers gaullistes,0.0
1,03,ALLIER,4,Extrême gauche,0.0
1,03,ALLIER,4,Fédération de la Gauche Démocrate et Socialiste,23477.0
1,03,ALLIER,4,Modérés,0.0
1,03,ALLIER,4,Mouvement pour la réforme,0.0
1,03,ALLIER,4,Parti Socialiste Unifié,1580.0
1,03,ALLIER,4,Parti communiste,7839.0
1,03,ALLIER,4,Parti communiste - apparentés,0.0
1,03,ALLIER,4,Radicaux de droite,0.0
1,03,ALLIER,4,Radicaux socialistes,0.0
1,03,ALLIER,4,Régionalistes,0.0
1,03,ALLIER,4,Républicains Indépendants,0.0
1,03,ALLIER,4,Républicains Indépendants - Union  de Défense de la République,0.0
1,03,ALLIER,4,Technique et démocratie,0.0
1,03,ALLIER,4,Union de Défense de la République,17843.0
1,03,ALLIER,4,abstentions,14425.0
1,03,ALLIER,4,blancs_nuls,1096.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Alliance républicaine,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Centre Progrès et démocratie moderne,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Divers,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Divers extrême droite,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Divers gaullistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Extrême gauche,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Fédération de la Gauche Démocrate et Socialiste,6828.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Modérés,3413.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Mouvement pour la réforme,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Parti Socialiste Unifié,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Parti communiste,5057.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Parti communiste - apparentés,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Radicaux de droite,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Radicaux socialistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Régionalistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Républicains Indépendants,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Républicains Indépendants - Union  de Défense de la République,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Technique et démocratie,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Union de Défense de la République,8496.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,abstentions,7176.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,blancs_nuls,511.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Alliance républicaine,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Centre Progrès et démocratie moderne,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Divers,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Divers extrême droite,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Divers gaullistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Extrême gauche,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Fédération de la Gauche Démocrate et Socialiste,7373.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Modérés,3598.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Mouvement pour la réforme,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Parti Socialiste Unifié,628.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Parti communiste,6102.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Parti communiste - apparentés,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Radicaux de droite,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Radicaux socialistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Régionalistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Républicains Indépendants,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Républicains Indépendants - Union  de Défense de la République,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Technique et démocratie,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Union de Défense de la République,7568.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,abstentions,6788.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,blancs_nuls,553.0
1,05,HAUTES-ALPES,1,Alliance républicaine,0.0
1,05,HAUTES-ALPES,1,Centre Progrès et démocratie moderne,0.0
1,05,HAUTES-ALPES,1,Divers,0.0
1,05,HAUTES-ALPES,1,Divers extrême droite,0.0
1,05,HAUTES-ALPES,1,Divers gaullistes,5205.0
1,05,HAUTES-ALPES,1,Extrême gauche,0.0
1,05,HAUTES-ALPES,1,Fédération de la Gauche Démocrate et Socialiste,6977.0
1,05,HAUTES-ALPES,1,Modérés,0.0
1,05,HAUTES-ALPES,1,Mouvement pour la réforme,0.0
1,05,HAUTES-ALPES,1,Parti Socialiste Unifié,0.0
1,05,HAUTES-ALPES,1,Parti communiste,4667.0
1,05,HAUTES-ALPES,1,Parti communiste - apparentés,0.0
1,05,HAUTES-ALPES,1,Radicaux de droite,0.0
1,05,HAUTES-ALPES,1,Radicaux socialistes,0.0
1,05,HAUTES-ALPES,1,Régionalistes,0.0
1,05,HAUTES-ALPES,1,Républicains Indépendants,0.0
1,05,HAUTES-ALPES,1,Républicains Indépendants - Union  de Défense de la République,0.0
1,05,HAUTES-ALPES,1,Technique et démocratie,0.0
1,05,HAUTES-ALPES,1,Union de Défense de la République,7492.0
1,05,HAUTES-ALPES,1,abstentions,6852.0
1,05,HAUTES-ALPES,1,blancs_nuls,568.0
1,05,HAUTES-ALPES,2,Alliance républicaine,0.0
1,05,HAUTES-ALPES,2,Centre Progrès et démocratie moderne,0.0
1,05,HAUTES-ALPES,2,Divers,0.0
1,05,HAUTES-ALPES,2,Divers extrême droite,0.0
1,05,HAUTES-ALPES,2,Divers gaullistes,0.0
1,05,HAUTES-ALPES,2,Extrême gauche,0.0
1,05,HAUTES-ALPES,2,Fédération de la Gauche Démocrate et Socialiste,2006.0
1,05,HAUTES-ALPES,2,Modérés,0.0
1,05,HAUTES-ALPES,2,Mouvement pour la réforme,0.0
1,05,HAUTES-ALPES,2,Parti Socialiste Unifié,0.0
1,05,HAUTES-ALPES,2,Parti communiste,3444.0
1,05,HAUTES-ALPES,2,Parti communiste - apparentés,0.0
1,05,HAUTES-ALPES,2,Radicaux de droite,3858.0
1,05,HAUTES-ALPES,2,Radicaux socialistes,0.0
1,05,HAUTES-ALPES,2,Régionalistes,0.0
1,05,HAUTES-ALPES,2,Républicains Indépendants,0.0
1,05,HAUTES-ALPES,2,Républicains Indépendants - Union  de Défense de la République,9474.0
1,05,HAUTES-ALPES,2,Technique et démocratie,0.0
1,05,HAUTES-ALPES,2,Union de Défense de la République,0.0
1,05,HAUTES-ALPES,2,abstentions,6629.0
1,05,HAUTES-ALPES,2,blancs_nuls,338.0
1,06,ALPES-MARITIMES,1,Alliance républicaine,0.0
1,06,ALPES-MARITIMES,1,Centre Progrès et démocratie moderne,7144.0
1,06,ALPES-MARITIMES,1,Divers,0.0
1,06,ALPES-MARITIMES,1,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,1,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,1,Extrême gauche,0.0
1,06,ALPES-MARITIMES,1,Fédération de la Gauche Démocrate et Socialiste,0.0
1,06,ALPES-MARITIMES,1,Modérés,0.0
1,06,ALPES-MARITIMES,1,Mouvement pour la réforme,0.0
1,06,ALPES-MARITIMES,1,Parti Socialiste Unifié,2695.0
1,06,ALPES-MARITIMES,1,Parti communiste,17536.0
1,06,ALPES-MARITIMES,1,Parti communiste - apparentés,0.0
1,06,ALPES-MARITIMES,1,Radicaux de droite,0.0
1,06,ALPES-MARITIMES,1,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,1,Régionalistes,0.0
1,06,ALPES-MARITIMES,1,Républicains Indépendants,6242.0
1,06,ALPES-MARITIMES,1,Républicains Indépendants - Union  de Défense de la République,0.0
1,06,ALPES-MARITIMES,1,Technique et démocratie,0.0
1,06,ALPES-MARITIMES,1,Union de Défense de la République,13332.0
1,06,ALPES-MARITIMES,1,abstentions,12277.0
1,06,ALPES-MARITIMES,1,blancs_nuls,806.0
1,06,ALPES-MARITIMES,2,Alliance républicaine,0.0
1,06,ALPES-MARITIMES,2,Centre Progrès et démocratie moderne,19554.0
1,06,ALPES-MARITIMES,2,Divers,0.0
1,06,ALPES-MARITIMES,2,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,2,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,2,Extrême gauche,0.0
1,06,ALPES-MARITIMES,2,Fédération de la Gauche Démocrate et Socialiste,2372.0
1,06,ALPES-MARITIMES,2,Modérés,0.0
1,06,ALPES-MARITIMES,2,Mouvement pour la réforme,0.0
1,06,ALPES-MARITIMES,2,Parti Socialiste Unifié,2170.0
1,06,ALPES-MARITIMES,2,Parti communiste,9327.0
1,06,ALPES-MARITIMES,2,Parti communiste - apparentés,0.0
1,06,ALPES-MARITIMES,2,Radicaux de droite,0.0
1,06,ALPES-MARITIMES,2,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,2,Régionalistes,0.0
1,06,ALPES-MARITIMES,2,Républicains Indépendants,0.0
1,06,ALPES-MARITIMES,2,Républicains Indépendants - Union  de Défense de la République,0.0
1,06,ALPES-MARITIMES,2,Technique et démocratie,0.0
1,06,ALPES-MARITIMES,2,Union de Défense de la République,17775.0
1,06,ALPES-MARITIMES,2,abstentions,14555.0
1,06,ALPES-MARITIMES,2,blancs_nuls,700.0
1,06,ALPES-MARITIMES,3,Alliance républicaine,0.0
1,06,ALPES-MARITIMES,3,Centre Progrès et démocratie moderne,0.0
1,06,ALPES-MARITIMES,3,Divers,0.0
1,06,ALPES-MARITIMES,3,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,3,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,3,Extrême gauche,0.0
1,06,ALPES-MARITIMES,3,Fédération de la Gauche Démocrate et Socialiste,2484.0
1,06,ALPES-MARITIMES,3,Modérés,11941.0
1,06,ALPES-MARITIMES,3,Mouvement pour la réforme,0.0
1,06,ALPES-MARITIMES,3,Parti Socialiste Unifié,2189.0
1,06,ALPES-MARITIMES,3,Parti communiste,13560.0
1,06,ALPES-MARITIMES,3,Parti communiste - apparentés,0.0
1,06,ALPES-MARITIMES,3,Radicaux de droite,1484.0
1,06,ALPES-MARITIMES,3,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,3,Régionalistes,0.0
1,06,ALPES-MARITIMES,3,Républicains Indépendants,16070.0
1,06,ALPES-MARITIMES,3,Républicains Indépendants - Union  de Défense de la République,0.0
1,06,ALPES-MARITIMES,3,Technique et démocratie,0.0
1,06,ALPES-MARITIMES,3,Union de Défense de la République,5643.0
1,06,ALPES-MARITIMES,3,abstentions,15627.0
1,06,ALPES-MARITIMES,3,blancs_nuls,1055.0
1,06,ALPES-MARITIMES,4,Alliance républicaine,0.0
1,06,ALPES-MARITIMES,4,Centre Progrès et démocratie moderne,13364.0
1,06,ALPES-MARITIMES,4,Divers,0.0
1,06,ALPES-MARITIMES,4,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,4,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,4,Extrême gauche,0.0
1,06,ALPES-MARITIMES,4,Fédération de la Gauche Démocrate et Socialiste,0.0
1,06,ALPES-MARITIMES,4,Modérés,569.0
1,06,ALPES-MARITIMES,4,Mouvement pour la réforme,0.0
1,06,ALPES-MARITIMES,4,Parti Socialiste Unifié,2462.0
1,06,ALPES-MARITIMES,4,Parti communiste,14018.0
1,06,ALPES-MARITIMES,4,Parti communiste - apparentés,0.0
1,06,ALPES-MARITIMES,4,Radicaux de droite,0.0
1,06,ALPES-MARITIMES,4,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,4,Régionalistes,0.0
1,06,ALPES-MARITIMES,4,Républicains Indépendants,0.0
1,06,ALPES-MARITIMES,4,Républicains Indépendants - Union  de Défense de la République,0.0
1,06,ALPES-MARITIMES,4,Technique et démocratie,0.0
1,06,ALPES-MARITIMES,4,Union de Défense de la République,17603.0
1,06,ALPES-MARITIMES,4,abstentions,13411.0
1,06,ALPES-MARITIMES,4,blancs_nuls,934.0
1,06,ALPES-MARITIMES,5,Alliance républicaine,0.0
1,06,ALPES-MARITIMES,5,Centre Progrès et démocratie moderne,7779.0
1,06,ALPES-MARITIMES,5,Divers,0.0
1,06,ALPES-MARITIMES,5,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,5,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,5,Extrême gauche,0.0
1,06,ALPES-MARITIMES,5,Fédération de la Gauche Démocrate et Socialiste,0.0
1,06,ALPES-MARITIMES,5,Modérés,0.0
1,06,ALPES-MARITIMES,5,Mouvement pour la réforme,780.0
1,06,ALPES-MARITIMES,5,Parti Socialiste Unifié,3429.0
1,06,ALPES-MARITIMES,5,Parti communiste,13253.0
1,06,ALPES-MARITIMES,5,Parti communiste - apparentés,0.0
1,06,ALPES-MARITIMES,5,Radicaux de droite,0.0
1,06,ALPES-MARITIMES,5,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,5,Régionalistes,0.0
1,06,ALPES-MARITIMES,5,Républicains Indépendants,17664.0
1,06,ALPES-MARITIMES,5,Républicains Indépendants - Union  de Défense de la République,0.0
1,06,ALPES-MARITIMES,5,Technique et démocratie,0.0
1,06,ALPES-MARITIMES,5,Union de Défense de la République,16815.0
1,06,ALPES-MARITIMES,5,abstentions,17566.0
1,06,ALPES-MARITIMES,5,blancs_nuls,1191.0
1,06,ALPES-MARITIMES,6,Alliance républicaine,0.0
1,06,ALPES-MARITIMES,6,Centre Progrès et démocratie moderne,11900.0
1,06,ALPES-MARITIMES,6,Divers,0.0
1,06,ALPES-MARITIMES,6,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,6,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,6,Extrême gauche,0.0
1,06,ALPES-MARITIMES,6,Fédération de la Gauche Démocrate et Socialiste,4358.0
1,06,ALPES-MARITIMES,6,Modérés,0.0
1,06,ALPES-MARITIMES,6,Mouvement pour la réforme,0.0
1,06,ALPES-MARITIMES,6,Parti Socialiste Unifié,2235.0
1,06,ALPES-MARITIMES,6,Parti communiste,13935.0
1,06,ALPES-MARITIMES,6,Parti communiste - apparentés,0.0
1,06,ALPES-MARITIMES,6,Radicaux de droite,0.0
1,06,ALPES-MARITIMES,6,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,6,Régionalistes,0.0
1,06,ALPES-MARITIMES,6,Républicains Indépendants,0.0
1,06,ALPES-MARITIMES,6,Républicains Indépendants - Union  de Défense de la République,0.0
1,06,ALPES-MARITIMES,6,Technique et démocratie,0.0
1,06,ALPES-MARITIMES,6,Union de Défense de la République,26852.0
1,06,ALPES-MARITIMES,6,abstentions,17685.0
1,06,ALPES-MARITIMES,6,blancs_nuls,1163.0
1,07,ARDECHE,1,Alliance républicaine,0.0
1,07,ARDECHE,1,Centre Progrès et démocratie moderne,0.0
1,07,ARDECHE,1,Divers,0.0
1,07,ARDECHE,1,Divers extrême droite,0.0
1,07,ARDECHE,1,Divers gaullistes,0.0
1,07,ARDECHE,1,Extrême gauche,0.0
1,07,ARDECHE,1,Fédération de la Gauche Démocrate et Socialiste,7449.0
1,07,ARDECHE,1,Modérés,0.0
1,07,ARDECHE,1,Mouvement pour la réforme,0.0
1,07,ARDECHE,1,Parti Socialiste Unifié,2143.0
1,07,ARDECHE,1,Parti communiste,12081.0
1,07,ARDECHE,1,Parti communiste - apparentés,0.0
