tour,code_departement,departement,circonscription,nuance,voix
1,03,ALLIER,4,Divers extrême droite,3047.0
1,03,ALLIER,4,Divers gaullistes,0.0
1,03,ALLIER,4,Modérés,0.0
1,03,ALLIER,4,Mouvement Républicain Populaire,0.0
1,03,ALLIER,4,Parti communiste,10279.0
1,03,ALLIER,4,Poujadistes,0.0
1,03,ALLIER,4,Radicaux Union des Forces Démocratiques,0.0
1,03,ALLIER,4,Radicaux centristes,0.0
1,03,ALLIER,4,Radicaux socialistes,11052.0
1,03,ALLIER,4,Section Française de l'Internationale Ouvrière,4459.0
1,03,ALLIER,4,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,03,ALLIER,4,Union des Forces Démocratiques,0.0
1,03,ALLIER,4,Union pour la Nouvelle République,3509.0
1,03,ALLIER,4,abstentions,16958.0
1,03,ALLIER,4,blancs_nuls,769.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Centre National des Indépendants,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Centre Réformateur Républicain,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Divers,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Divers extrême droite,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Divers gaullistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Modérés,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Mouvement Républicain Populaire,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Parti communiste,4009.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Poujadistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Radicaux Union des Forces Démocratiques,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Radicaux centristes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Radicaux socialistes,7044.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Section Française de l'Internationale Ouvrière,3678.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Union des Forces Démocratiques,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,Union pour la Nouvelle République,6198.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,abstentions,6978.0
1,04,ALPES-DE-HAUTE-PROVENCE,1,blancs_nuls,578.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Centre National des Indépendants,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Centre Réformateur Républicain,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Divers,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Divers extrême droite,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Divers gaullistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Modérés,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Mouvement Républicain Populaire,5517.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Parti communiste,5343.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Poujadistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Radicaux Union des Forces Démocratiques,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Radicaux centristes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Radicaux socialistes,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Section Française de l'Internationale Ouvrière,7115.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Union des Forces Démocratiques,0.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,Union pour la Nouvelle République,3346.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,abstentions,6412.0
1,04,ALPES-DE-HAUTE-PROVENCE,2,blancs_nuls,530.0
1,05,HAUTES-ALPES,1,Centre National des Indépendants,2438.0
1,05,HAUTES-ALPES,1,Centre Réformateur Républicain,0.0
1,05,HAUTES-ALPES,1,Divers,0.0
1,05,HAUTES-ALPES,1,Divers extrême droite,0.0
1,05,HAUTES-ALPES,1,Divers gaullistes,0.0
1,05,HAUTES-ALPES,1,Modérés,1445.0
1,05,HAUTES-ALPES,1,Mouvement Républicain Populaire,4681.0
1,05,HAUTES-ALPES,1,Parti communiste,4406.0
1,05,HAUTES-ALPES,1,Poujadistes,0.0
1,05,HAUTES-ALPES,1,Radicaux Union des Forces Démocratiques,0.0
1,05,HAUTES-ALPES,1,Radicaux centristes,0.0
1,05,HAUTES-ALPES,1,Radicaux socialistes,3248.0
1,05,HAUTES-ALPES,1,Section Française de l'Internationale Ouvrière,2433.0
1,05,HAUTES-ALPES,1,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,05,HAUTES-ALPES,1,Union des Forces Démocratiques,0.0
1,05,HAUTES-ALPES,1,Union pour la Nouvelle République,3055.0
1,05,HAUTES-ALPES,1,abstentions,7051.0
1,05,HAUTES-ALPES,1,blancs_nuls,678.0
1,05,HAUTES-ALPES,2,Centre National des Indépendants,0.0
1,05,HAUTES-ALPES,2,Centre Réformateur Républicain,0.0
1,05,HAUTES-ALPES,2,Divers,0.0
1,05,HAUTES-ALPES,2,Divers extrême droite,0.0
1,05,HAUTES-ALPES,2,Divers gaullistes,0.0
1,05,HAUTES-ALPES,2,Modérés,1053.0
1,05,HAUTES-ALPES,2,Mouvement Républicain Populaire,0.0
1,05,HAUTES-ALPES,2,Parti communiste,2409.0
1,05,HAUTES-ALPES,2,Poujadistes,0.0
1,05,HAUTES-ALPES,2,Radicaux Union des Forces Démocratiques,0.0
1,05,HAUTES-ALPES,2,Radicaux centristes,0.0
1,05,HAUTES-ALPES,2,Radicaux socialistes,0.0
1,05,HAUTES-ALPES,2,Section Française de l'Internationale Ouvrière,980.0
1,05,HAUTES-ALPES,2,Union Démocratique et Socialiste de la Résistance-minoritaires,7143.0
1,05,HAUTES-ALPES,2,Union des Forces Démocratiques,0.0
1,05,HAUTES-ALPES,2,Union pour la Nouvelle République,6334.0
1,05,HAUTES-ALPES,2,abstentions,7283.0
1,05,HAUTES-ALPES,2,blancs_nuls,388.0
1,06,ALPES-MARITIMES,1,Centre National des Indépendants,0.0
1,06,ALPES-MARITIMES,1,Centre Réformateur Républicain,0.0
1,06,ALPES-MARITIMES,1,Divers,0.0
1,06,ALPES-MARITIMES,1,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,1,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,1,Modérés,0.0
1,06,ALPES-MARITIMES,1,Mouvement Républicain Populaire,4612.0
1,06,ALPES-MARITIMES,1,Parti communiste,12795.0
1,06,ALPES-MARITIMES,1,Poujadistes,0.0
1,06,ALPES-MARITIMES,1,Radicaux Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,1,Radicaux centristes,13823.0
1,06,ALPES-MARITIMES,1,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,1,Section Française de l'Internationale Ouvrière,1283.0
1,06,ALPES-MARITIMES,1,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,06,ALPES-MARITIMES,1,Union des Forces Démocratiques,679.0
1,06,ALPES-MARITIMES,1,Union pour la Nouvelle République,13113.0
1,06,ALPES-MARITIMES,1,abstentions,11544.0
1,06,ALPES-MARITIMES,1,blancs_nuls,1013.0
1,06,ALPES-MARITIMES,2,Centre National des Indépendants,0.0
1,06,ALPES-MARITIMES,2,Centre Réformateur Républicain,0.0
1,06,ALPES-MARITIMES,2,Divers,0.0
1,06,ALPES-MARITIMES,2,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,2,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,2,Modérés,0.0
1,06,ALPES-MARITIMES,2,Mouvement Républicain Populaire,0.0
1,06,ALPES-MARITIMES,2,Parti communiste,7228.0
1,06,ALPES-MARITIMES,2,Poujadistes,3772.0
1,06,ALPES-MARITIMES,2,Radicaux Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,2,Radicaux centristes,24912.0
1,06,ALPES-MARITIMES,2,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,2,Section Française de l'Internationale Ouvrière,5401.0
1,06,ALPES-MARITIMES,2,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,06,ALPES-MARITIMES,2,Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,2,Union pour la Nouvelle République,0.0
1,06,ALPES-MARITIMES,2,abstentions,11760.0
1,06,ALPES-MARITIMES,2,blancs_nuls,1322.0
1,06,ALPES-MARITIMES,3,Centre National des Indépendants,0.0
1,06,ALPES-MARITIMES,3,Centre Réformateur Républicain,0.0
1,06,ALPES-MARITIMES,3,Divers,0.0
1,06,ALPES-MARITIMES,3,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,3,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,3,Modérés,0.0
1,06,ALPES-MARITIMES,3,Mouvement Républicain Populaire,0.0
1,06,ALPES-MARITIMES,3,Parti communiste,10317.0
1,06,ALPES-MARITIMES,3,Poujadistes,0.0
1,06,ALPES-MARITIMES,3,Radicaux Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,3,Radicaux centristes,12807.0
1,06,ALPES-MARITIMES,3,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,3,Section Française de l'Internationale Ouvrière,2370.0
1,06,ALPES-MARITIMES,3,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,06,ALPES-MARITIMES,3,Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,3,Union pour la Nouvelle République,13394.0
1,06,ALPES-MARITIMES,3,abstentions,11816.0
1,06,ALPES-MARITIMES,3,blancs_nuls,1342.0
1,06,ALPES-MARITIMES,4,Centre National des Indépendants,0.0
1,06,ALPES-MARITIMES,4,Centre Réformateur Républicain,2521.0
1,06,ALPES-MARITIMES,4,Divers,0.0
1,06,ALPES-MARITIMES,4,Divers extrême droite,2062.0
1,06,ALPES-MARITIMES,4,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,4,Modérés,0.0
1,06,ALPES-MARITIMES,4,Mouvement Républicain Populaire,0.0
1,06,ALPES-MARITIMES,4,Parti communiste,8682.0
1,06,ALPES-MARITIMES,4,Poujadistes,0.0
1,06,ALPES-MARITIMES,4,Radicaux Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,4,Radicaux centristes,19571.0
1,06,ALPES-MARITIMES,4,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,4,Section Française de l'Internationale Ouvrière,0.0
1,06,ALPES-MARITIMES,4,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,06,ALPES-MARITIMES,4,Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,4,Union pour la Nouvelle République,6091.0
1,06,ALPES-MARITIMES,4,abstentions,10957.0
1,06,ALPES-MARITIMES,4,blancs_nuls,723.0
1,06,ALPES-MARITIMES,5,Centre National des Indépendants,0.0
1,06,ALPES-MARITIMES,5,Centre Réformateur Républicain,0.0
1,06,ALPES-MARITIMES,5,Divers,0.0
1,06,ALPES-MARITIMES,5,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,5,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,5,Modérés,735.0
1,06,ALPES-MARITIMES,5,Mouvement Républicain Populaire,0.0
1,06,ALPES-MARITIMES,5,Parti communiste,9622.0
1,06,ALPES-MARITIMES,5,Poujadistes,0.0
1,06,ALPES-MARITIMES,5,Radicaux Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,5,Radicaux centristes,13923.0
1,06,ALPES-MARITIMES,5,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,5,Section Française de l'Internationale Ouvrière,0.0
1,06,ALPES-MARITIMES,5,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,06,ALPES-MARITIMES,5,Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,5,Union pour la Nouvelle République,21189.0
1,06,ALPES-MARITIMES,5,abstentions,13024.0
1,06,ALPES-MARITIMES,5,blancs_nuls,948.0
1,06,ALPES-MARITIMES,6,Centre National des Indépendants,0.0
1,06,ALPES-MARITIMES,6,Centre Réformateur Républicain,4903.0
1,06,ALPES-MARITIMES,6,Divers,0.0
1,06,ALPES-MARITIMES,6,Divers extrême droite,0.0
1,06,ALPES-MARITIMES,6,Divers gaullistes,0.0
1,06,ALPES-MARITIMES,6,Modérés,0.0
1,06,ALPES-MARITIMES,6,Mouvement Républicain Populaire,1730.0
1,06,ALPES-MARITIMES,6,Parti communiste,10305.0
1,06,ALPES-MARITIMES,6,Poujadistes,0.0
1,06,ALPES-MARITIMES,6,Radicaux Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,6,Radicaux centristes,13490.0
1,06,ALPES-MARITIMES,6,Radicaux socialistes,0.0
1,06,ALPES-MARITIMES,6,Section Française de l'Internationale Ouvrière,0.0
1,06,ALPES-MARITIMES,6,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,06,ALPES-MARITIMES,6,Union des Forces Démocratiques,0.0
1,06,ALPES-MARITIMES,6,Union pour la Nouvelle République,11843.0
1,06,ALPES-MARITIMES,6,abstentions,13540.0
1,06,ALPES-MARITIMES,6,blancs_nuls,1132.0
1,07,ARDECHE,1,Centre National des Indépendants,0.0
1,07,ARDECHE,1,Centre Réformateur Républicain,0.0
1,07,ARDECHE,1,Divers,0.0
1,07,ARDECHE,1,Divers extrême droite,0.0
1,07,ARDECHE,1,Divers gaullistes,0.0
1,07,ARDECHE,1,Modérés,12729.0
1,07,ARDECHE,1,Mouvement Républicain Populaire,4317.0
1,07,ARDECHE,1,Parti communiste,10973.0
1,07,ARDECHE,1,Poujadistes,0.0
1,07,ARDECHE,1,Radicaux Union des Forces Démocratiques,0.0
1,07,ARDECHE,1,Radicaux centristes,0.0
1,07,ARDECHE,1,Radicaux socialistes,6921.0
1,07,ARDECHE,1,Section Française de l'Internationale Ouvrière,3859.0
1,07,ARDECHE,1,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,07,ARDECHE,1,Union des Forces Démocratiques,0.0
1,07,ARDECHE,1,Union pour la Nouvelle République,6740.0
1,07,ARDECHE,1,abstentions,11729.0
1,07,ARDECHE,1,blancs_nuls,668.0
1,07,ARDECHE,2,Centre National des Indépendants,0.0
1,07,ARDECHE,2,Centre Réformateur Républicain,0.0
1,07,ARDECHE,2,Divers,0.0
1,07,ARDECHE,2,Divers extrême droite,0.0
1,07,ARDECHE,2,Divers gaullistes,0.0
1,07,ARDECHE,2,Modérés,23549.0
1,07,ARDECHE,2,Mouvement Républicain Populaire,6651.0
1,07,ARDECHE,2,Parti communiste,6199.0
1,07,ARDECHE,2,Poujadistes,0.0
1,07,ARDECHE,2,Radicaux Union des Forces Démocratiques,0.0
1,07,ARDECHE,2,Radicaux centristes,0.0
1,07,ARDECHE,2,Radicaux socialistes,0.0
1,07,ARDECHE,2,Section Française de l'Internationale Ouvrière,6493.0
1,07,ARDECHE,2,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,07,ARDECHE,2,Union des Forces Démocratiques,0.0
1,07,ARDECHE,2,Union pour la Nouvelle République,0.0
1,07,ARDECHE,2,abstentions,12231.0
1,07,ARDECHE,2,blancs_nuls,734.0
1,07,ARDECHE,3,Centre National des Indépendants,9348.0
1,07,ARDECHE,3,Centre Réformateur Républicain,0.0
1,07,ARDECHE,3,Divers,0.0
1,07,ARDECHE,3,Divers extrême droite,0.0
1,07,ARDECHE,3,Divers gaullistes,0.0
1,07,ARDECHE,3,Modérés,8412.0
1,07,ARDECHE,3,Mouvement Républicain Populaire,0.0
1,07,ARDECHE,3,Parti communiste,8021.0
1,07,ARDECHE,3,Poujadistes,0.0
1,07,ARDECHE,3,Radicaux Union des Forces Démocratiques,0.0
1,07,ARDECHE,3,Radicaux centristes,0.0
1,07,ARDECHE,3,Radicaux socialistes,0.0
1,07,ARDECHE,3,Section Française de l'Internationale Ouvrière,3228.0
1,07,ARDECHE,3,Union Démocratique et Socialiste de la Résistance-minoritaires,0.0
1,07,ARDECHE,3,Union des Forces Démocratiques,0.0
1,07,ARDECHE,3,Union pour la Nouvelle République,9536.0
1,07,ARDECHE,3,abstentions,12746.0
1,07,ARDECHE,3,blancs_nuls,744.0
1,08,ARDENNES,1,Centre National des Indépendants,7395.0
1,08,ARDENNES,1,Centre Réformateur Républicain,0.0
1,08,ARDENNES,1,Divers,0.0
1,08,ARDENNES,1,Divers extrême droite,0.0
1,08,ARDENNES,1,Divers gaullistes,0.0
1,08,ARDENNES,1,Modérés,0.0
1,08,ARDENNES,1,Mouvement Républicain Populaire,7817.0
1,08,ARDENNES,1,Parti communiste,8458.0
1,08,ARDENNES,1,Poujadistes,0.0
1,08,ARDENNES,1,Radicaux Union des Forces Démocratiques,0.0
1,08,ARDENNES,1,Radicaux centristes,0.0
1,08,ARDENNES,1,Radicaux socialistes,2634.0
1,08,ARDENNES,1,Section Française de l'Internationale Ouvrière,7088.0
