tour,code_departement,departement,code_nuance,nuance,voix
1,15,CANTAL,COM,Communiste,2041
1,15,CANTAL,CPNT,Chasse Pêche Nature Traditions,0
1,15,CANTAL,DIV,Divers,205
1,15,CANTAL,DVD,Divers droite,4205
1,15,CANTAL,DVG,Divers gauche,3578
1,15,CANTAL,ECO,Ecologiste,525
1,15,CANTAL,EXD,Extrême droite,0
1,15,CANTAL,EXG,Extrême gauche,1634
1,15,CANTAL,FN,Front national,539
1,15,CANTAL,MAJ,Majorité présidentielle,0
1,15,CANTAL,MPF,Mouvement pour la France,217
1,15,CANTAL,RDG,Radical de gauche,0
1,15,CANTAL,REG,Régionaliste,0
1,15,CANTAL,SOC,Socialiste,17276
1,15,CANTAL,UDFD,UDF-Mouvement Démocrate,3783
1,15,CANTAL,UMP,Union pour un Mouvement Populaire,41473
1,15,CANTAL,VEC,Les Verts,1879
1,15,CANTAL,abstentions,abstentions,44468
1,15,CANTAL,blancs_nuls,blancs_nuls,1642
1,16,CHARENTE,COM,Communiste,3360
1,16,CHARENTE,CPNT,Chasse Pêche Nature Traditions,2145
1,16,CHARENTE,DIV,Divers,1000
1,16,CHARENTE,DVD,Divers droite,7628
1,16,CHARENTE,DVG,Divers gauche,13782
1,16,CHARENTE,ECO,Ecologiste,287
1,16,CHARENTE,EXD,Extrême droite,528
1,16,CHARENTE,EXG,Extrême gauche,4837
1,16,CHARENTE,FN,Front national,4409
1,16,CHARENTE,MAJ,Majorité présidentielle,234
1,16,CHARENTE,MPF,Mouvement pour la France,1880
1,16,CHARENTE,RDG,Radical de gauche,629
1,16,CHARENTE,REG,Régionaliste,123
1,16,CHARENTE,SOC,Socialiste,51853
1,16,CHARENTE,UDFD,UDF-Mouvement Démocrate,11323
1,16,CHARENTE,UMP,Union pour un Mouvement Populaire,50562
1,16,CHARENTE,VEC,Les Verts,4575
1,16,CHARENTE,abstentions,abstentions,97949
1,16,CHARENTE,blancs_nuls,blancs_nuls,3585
1,17,CHARENTE MARITIME,COM,Communiste,7222
1,17,CHARENTE MARITIME,CPNT,Chasse Pêche Nature Traditions,7593
1,17,CHARENTE MARITIME,DIV,Divers,2923
1,17,CHARENTE MARITIME,DVD,Divers droite,403
1,17,CHARENTE MARITIME,DVG,Divers gauche,647
1,17,CHARENTE MARITIME,ECO,Ecologiste,1096
1,17,CHARENTE MARITIME,EXD,Extrême droite,0
1,17,CHARENTE MARITIME,EXG,Extrême gauche,8959
1,17,CHARENTE MARITIME,FN,Front national,8905
1,17,CHARENTE MARITIME,MAJ,Majorité présidentielle,1719
1,17,CHARENTE MARITIME,MPF,Mouvement pour la France,4638
1,17,CHARENTE MARITIME,RDG,Radical de gauche,10798
1,17,CHARENTE MARITIME,REG,Régionaliste,0
1,17,CHARENTE MARITIME,SOC,Socialiste,67886
1,17,CHARENTE MARITIME,UDFD,UDF-Mouvement Démocrate,19289
1,17,CHARENTE MARITIME,UMP,Union pour un Mouvement Populaire,121774
1,17,CHARENTE MARITIME,VEC,Les Verts,8113
1,17,CHARENTE MARITIME,abstentions,abstentions,176705
1,17,CHARENTE MARITIME,blancs_nuls,blancs_nuls,5529
1,18,CHER,COM,Communiste,14946
1,18,CHER,CPNT,Chasse Pêche Nature Traditions,2210
1,18,CHER,DIV,Divers,558
1,18,CHER,DVD,Divers droite,0
1,18,CHER,DVG,Divers gauche,1628
1,18,CHER,ECO,Ecologiste,249
1,18,CHER,EXD,Extrême droite,199
1,18,CHER,EXG,Extrême gauche,5456
1,18,CHER,FN,Front national,6969
1,18,CHER,MAJ,Majorité présidentielle,0
1,18,CHER,MPF,Mouvement pour la France,1892
1,18,CHER,RDG,Radical de gauche,0
1,18,CHER,REG,Régionaliste,0
1,18,CHER,SOC,Socialiste,32571
1,18,CHER,UDFD,UDF-Mouvement Démocrate,10906
1,18,CHER,UMP,Union pour un Mouvement Populaire,56140
1,18,CHER,VEC,Les Verts,3381
1,18,CHER,abstentions,abstentions,92386
1,18,CHER,blancs_nuls,blancs_nuls,3137
1,19,CORREZE,COM,Communiste,7568
1,19,CORREZE,CPNT,Chasse Pêche Nature Traditions,2147
1,19,CORREZE,DIV,Divers,653
1,19,CORREZE,DVD,Divers droite,0
1,19,CORREZE,DVG,Divers gauche,0
1,19,CORREZE,ECO,Ecologiste,221
1,19,CORREZE,EXD,Extrême droite,466
1,19,CORREZE,EXG,Extrême gauche,3611
1,19,CORREZE,FN,Front national,2166
1,19,CORREZE,MAJ,Majorité présidentielle,0
1,19,CORREZE,MPF,Mouvement pour la France,1754
1,19,CORREZE,RDG,Radical de gauche,0
1,19,CORREZE,REG,Régionaliste,0
1,19,CORREZE,SOC,Socialiste,48692
1,19,CORREZE,UDFD,UDF-Mouvement Démocrate,7241
1,19,CORREZE,UMP,Union pour un Mouvement Populaire,52094
1,19,CORREZE,VEC,Les Verts,2032
1,19,CORREZE,abstentions,abstentions,55843
1,19,CORREZE,blancs_nuls,blancs_nuls,3105
1,21,COTE D'OR,COM,Communiste,4102
1,21,COTE D'OR,CPNT,Chasse Pêche Nature Traditions,0
1,21,COTE D'OR,DIV,Divers,1618
1,21,COTE D'OR,DVD,Divers droite,1142
1,21,COTE D'OR,DVG,Divers gauche,276
1,21,COTE D'OR,ECO,Ecologiste,2013
1,21,COTE D'OR,EXD,Extrême droite,1062
1,21,COTE D'OR,EXG,Extrême gauche,7325
1,21,COTE D'OR,FN,Front national,9492
1,21,COTE D'OR,MAJ,Majorité présidentielle,22390
1,21,COTE D'OR,MPF,Mouvement pour la France,3100
1,21,COTE D'OR,RDG,Radical de gauche,11786
1,21,COTE D'OR,REG,Régionaliste,0
1,21,COTE D'OR,SOC,Socialiste,48149
1,21,COTE D'OR,UDFD,UDF-Mouvement Démocrate,12472
1,21,COTE D'OR,UMP,Union pour un Mouvement Populaire,80114
1,21,COTE D'OR,VEC,Les Verts,6553
1,21,COTE D'OR,abstentions,abstentions,136128
1,21,COTE D'OR,blancs_nuls,blancs_nuls,3567
1,22,COTES D'ARMOR,COM,Communiste,15132
1,22,COTES D'ARMOR,CPNT,Chasse Pêche Nature Traditions,2691
1,22,COTES D'ARMOR,DIV,Divers,852
1,22,COTES D'ARMOR,DVD,Divers droite,1449
1,22,COTES D'ARMOR,DVG,Divers gauche,796
1,22,COTES D'ARMOR,ECO,Ecologiste,1050
1,22,COTES D'ARMOR,EXD,Extrême droite,254
1,22,COTES D'ARMOR,EXG,Extrême gauche,12435
1,22,COTES D'ARMOR,FN,Front national,7090
1,22,COTES D'ARMOR,MAJ,Majorité présidentielle,0
1,22,COTES D'ARMOR,MPF,Mouvement pour la France,4450
1,22,COTES D'ARMOR,RDG,Radical de gauche,1175
1,22,COTES D'ARMOR,REG,Régionaliste,4035
1,22,COTES D'ARMOR,SOC,Socialiste,105035
1,22,COTES D'ARMOR,UDFD,UDF-Mouvement Démocrate,18892
1,22,COTES D'ARMOR,UMP,Union pour un Mouvement Populaire,107577
1,22,COTES D'ARMOR,VEC,Les Verts,9613
1,22,COTES D'ARMOR,abstentions,abstentions,149314
1,22,COTES D'ARMOR,blancs_nuls,blancs_nuls,5389
1,23,CREUSE,COM,Communiste,2290
1,23,CREUSE,CPNT,Chasse Pêche Nature Traditions,607
1,23,CREUSE,DIV,Divers,389
1,23,CREUSE,DVD,Divers droite,0
1,23,CREUSE,DVG,Divers gauche,9621
1,23,CREUSE,ECO,Ecologiste,253
1,23,CREUSE,EXD,Extrême droite,575
1,23,CREUSE,EXG,Extrême gauche,2832
1,23,CREUSE,FN,Front national,609
1,23,CREUSE,MAJ,Majorité présidentielle,104
1,23,CREUSE,MPF,Mouvement pour la France,280
1,23,CREUSE,RDG,Radical de gauche,0
1,23,CREUSE,REG,Régionaliste,239
1,23,CREUSE,SOC,Socialiste,14442
1,23,CREUSE,UDFD,UDF-Mouvement Démocrate,6518
1,23,CREUSE,UMP,Union pour un Mouvement Populaire,24870
1,23,CREUSE,VEC,Les Verts,359
1,23,CREUSE,abstentions,abstentions,34223
1,23,CREUSE,blancs_nuls,blancs_nuls,1646
1,24,DORDOGNE,COM,Communiste,17572
1,24,DORDOGNE,CPNT,Chasse Pêche Nature Traditions,3504
1,24,DORDOGNE,DIV,Divers,1775
1,24,DORDOGNE,DVD,Divers droite,657
1,24,DORDOGNE,DVG,Divers gauche,0
1,24,DORDOGNE,ECO,Ecologiste,1795
1,24,DORDOGNE,EXD,Extrême droite,284
1,24,DORDOGNE,EXG,Extrême gauche,6309
1,24,DORDOGNE,FN,Front national,7241
1,24,DORDOGNE,MAJ,Majorité présidentielle,0
1,24,DORDOGNE,MPF,Mouvement pour la France,3261
1,24,DORDOGNE,RDG,Radical de gauche,0
1,24,DORDOGNE,REG,Régionaliste,407
1,24,DORDOGNE,SOC,Socialiste,71482
1,24,DORDOGNE,UDFD,UDF-Mouvement Démocrate,14464
1,24,DORDOGNE,UMP,Union pour un Mouvement Populaire,76033
1,24,DORDOGNE,VEC,Les Verts,3880
1,24,DORDOGNE,abstentions,abstentions,96224
1,24,DORDOGNE,blancs_nuls,blancs_nuls,5085
1,25,DOUBS,COM,Communiste,3538
1,25,DOUBS,CPNT,Chasse Pêche Nature Traditions,1357
1,25,DOUBS,DIV,Divers,1650
1,25,DOUBS,DVD,Divers droite,1122
1,25,DOUBS,DVG,Divers gauche,9548
1,25,DOUBS,ECO,Ecologiste,2015
1,25,DOUBS,EXD,Extrême droite,466
1,25,DOUBS,EXG,Extrême gauche,8134
1,25,DOUBS,FN,Front national,11485
1,25,DOUBS,MAJ,Majorité présidentielle,0
1,25,DOUBS,MPF,Mouvement pour la France,2499
1,25,DOUBS,RDG,Radical de gauche,0
1,25,DOUBS,REG,Régionaliste,0
1,25,DOUBS,SOC,Socialiste,51896
1,25,DOUBS,UDFD,UDF-Mouvement Démocrate,14111
1,25,DOUBS,UMP,Union pour un Mouvement Populaire,99305
1,25,DOUBS,VEC,Les Verts,7672
1,25,DOUBS,abstentions,abstentions,136614
1,25,DOUBS,blancs_nuls,blancs_nuls,3712
1,26,DROME,COM,Communiste,6950
1,26,DROME,CPNT,Chasse Pêche Nature Traditions,0
1,26,DROME,DIV,Divers,226
1,26,DROME,DVD,Divers droite,150
1,26,DROME,DVG,Divers gauche,12548
1,26,DROME,ECO,Ecologiste,2129
1,26,DROME,EXD,Extrême droite,822
1,26,DROME,EXG,Extrême gauche,6758
1,26,DROME,FN,Front national,11482
1,26,DROME,MAJ,Majorité présidentielle,0
1,26,DROME,MPF,Mouvement pour la France,2546
1,26,DROME,RDG,Radical de gauche,0
1,26,DROME,REG,Régionaliste,192
1,26,DROME,SOC,Socialiste,39556
1,26,DROME,UDFD,UDF-Mouvement Démocrate,19130
1,26,DROME,UMP,Union pour un Mouvement Populaire,90346
1,26,DROME,VEC,Les Verts,12384
1,26,DROME,abstentions,abstentions,130807
1,26,DROME,blancs_nuls,blancs_nuls,3230
1,27,EURE,COM,Communiste,13504
1,27,EURE,CPNT,Chasse Pêche Nature Traditions,3550
1,27,EURE,DIV,Divers,1465
1,27,EURE,DVD,Divers droite,6595
1,27,EURE,DVG,Divers gauche,0
1,27,EURE,ECO,Ecologiste,2432
1,27,EURE,EXD,Extrême droite,1606
1,27,EURE,EXG,Extrême gauche,9082
1,27,EURE,FN,Front national,12408
1,27,EURE,MAJ,Majorité présidentielle,33513
1,27,EURE,MPF,Mouvement pour la France,3102
1,27,EURE,RDG,Radical de gauche,2285
1,27,EURE,REG,Régionaliste,0
1,27,EURE,SOC,Socialiste,58745
1,27,EURE,UDFD,UDF-Mouvement Démocrate,15887
1,27,EURE,UMP,Union pour un Mouvement Populaire,71787
1,27,EURE,VEC,Les Verts,6077
1,27,EURE,abstentions,abstentions,157845
1,27,EURE,blancs_nuls,blancs_nuls,4879
1,28,EURE ET LOIR,COM,Communiste,3799
1,28,EURE ET LOIR,CPNT,Chasse Pêche Nature Traditions,2818
1,28,EURE ET LOIR,DIV,Divers,0
1,28,EURE ET LOIR,DVD,Divers droite,4797
1,28,EURE ET LOIR,DVG,Divers gauche,0
1,28,EURE ET LOIR,ECO,Ecologiste,0
1,28,EURE ET LOIR,EXD,Extrême droite,0
1,28,EURE ET LOIR,EXG,Extrême gauche,6704
1,28,EURE ET LOIR,FN,Front national,11060
1,28,EURE ET LOIR,MAJ,Majorité présidentielle,23918
1,28,EURE ET LOIR,MPF,Mouvement pour la France,2354
1,28,EURE ET LOIR,RDG,Radical de gauche,12470
1,28,EURE ET LOIR,REG,Régionaliste,0
1,28,EURE ET LOIR,SOC,Socialiste,30571
1,28,EURE ET LOIR,UDFD,UDF-Mouvement Démocrate,15620
1,28,EURE ET LOIR,UMP,Union pour un Mouvement Populaire,53837
1,28,EURE ET LOIR,VEC,Les Verts,5585
1,28,EURE ET LOIR,abstentions,abstentions,117655
1,28,EURE ET LOIR,blancs_nuls,blancs_nuls,3432
1,29,FINISTERE,COM,Communiste,9004
1,29,FINISTERE,CPNT,Chasse Pêche Nature Traditions,936
1,29,FINISTERE,DIV,Divers,2741
1,29,FINISTERE,DVD,Divers droite,0
1,29,FINISTERE,DVG,Divers gauche,7393
1,29,FINISTERE,ECO,Ecologiste,3204
1,29,FINISTERE,EXD,Extrême droite,355
1,29,FINISTERE,EXG,Extrême gauche,20223
1,29,FINISTERE,FN,Front national,8427
1,29,FINISTERE,MAJ,Majorité présidentielle,0
1,29,FINISTERE,MPF,Mouvement pour la France,4397
